סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,560 ,49 ,93 ,201 ,60 ,56 ,101
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1034 ,112 ,244 ,360 ,109 ,89 ,120
794 ,עגור ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,497 ,49 ,130 ,171 ,53 ,41 ,53
795 ,יערה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,876 ,81 ,199 ,323 ,95 ,83 ,95
796 ,צלפון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1054 ,114 ,240 ,373 ,117 ,81 ,129
797 ,אחיעזר ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1951 ,253 ,492 ,687 ,164 ,181 ,174
798 ,יגל ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,917 ,68 ,226 ,322 ,113 ,82 ,106
799 ,זכריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1098 ,98 ,239 ,389 ,137 ,112 ,123
800 ,בית חנניה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,890 ,71 ,194 ,307 ,111 ,105 ,102
801 ,חמד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1106 ,116 ,377 ,351 ,86 ,59 ,117
802 ,גבעת כ"ח ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,948 ,101 ,208 ,323 ,111 ,86 ,119
803 ,יושיביה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,714 ,86 ,263 ,212 ,64 ,32 ,57
804 ,אחיסמך ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1352 ,138 ,343 ,473 ,151 ,123 ,124
805 ,ישעי ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,889 ,102 ,218 ,315 ,83 ,65 ,106
806 ,עין יהב ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,867 ,51 ,223 ,261 ,157 ,51 ,124
807 ,חניאל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,876 ,50 ,171 ,298 ,107 ,116 ,134
808 ,ניר אליהו ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,662 ,47 ,159 ,186 ,94 ,44 ,132
809 ,נחם ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,607 ,55 ,143 ,205 ,66 ,54 ,84
810 ,עופר ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,580 ,51 ,129 ,202 ,64 ,62 ,72
811 ,יכיני ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,721 ,76 ,159 ,240 ,85 ,68 ,93
812 ,שלומי ,24 ,עכו ,24 ,עכו ,0 , ,8004 ,621 ,1626 ,2882 ,1143 ,764 ,968
813 ,עין יעקב ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1196 ,128 ,306 ,429 ,132 ,103 ,98
814 ,תלמים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,897 ,96 ,233 ,310 ,78 ,76 ,104
815 ,זבדיאל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,712 ,102 ,168 ,256 ,50 ,65 ,71
816 ,זנוח ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,590 ,52 ,133 ,206 ,72 ,58 ,69
817 ,עזריקם ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1464 ,157 ,326 ,554 ,145 ,144 ,138
818 ,זרחיה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,791 ,70 ,214 ,295 ,76 ,66 ,70
819 ,אביגדור ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,895 ,92 ,199 ,289 ,104 ,79 ,132
820 ,חלץ ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,526 ,44 ,120 ,154 ,82 ,45 ,81
821 ,אחוזם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,516 ,35 ,87 ,204 ,55 ,54 ,81
822 ,מטע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,910 ,83 ,237 ,308 ,114 ,70 ,98
823 ,בר גיורא ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,668 ,101 ,141 ,222 ,63 ,63 ,78
824 ,כוכב מיכאל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1169 ,96 ,335 ,333 ,175 ,66 ,164
825 ,נס הרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1498 ,123 ,519 ,459 ,222 ,76 ,99
826 ,עוזה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,468 ,41 ,86 ,140 ,61 ,71 ,69
827 ,נווה מבטח ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,704 ,60 ,165 ,216 ,117 ,50 ,96
828 ,ישרש ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1046 ,120 ,206 ,377 ,120 ,102 ,121
829 ,מבטחים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,557 ,61 ,101 ,187 ,44 ,71 ,93
831 ,ירוחם ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12011 ,1327 ,2879 ,4345 ,1217 ,956 ,1287
833 ,נורית ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,255 ,23 ,89 ,89 ,34 ,8 ,12
836 ,גנות ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,470 ,42 ,88 ,156 ,53 ,44 ,87
837 ,עזריאל ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,941 ,67 ,268 ,307 ,127 ,78 ,94
838 ,פדיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,816 ,57 ,163 ,304 ,100 ,87 ,105
839 ,פתחיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,914 ,114 ,170 ,321 ,105 ,91 ,113
840 ,כיסופים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,405 ,21 ,62 ,140 ,50 ,48 ,84
841 ,אלישמע ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1130 ,78 ,254 ,362 ,157 ,130 ,149
842 ,געש ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1041 ,96 ,204 ,339 ,110 ,96 ,196
843 ,מרגליות ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,437 ,27 ,59 ,179 ,49 ,68 ,55
844 ,נחל עוז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,514 ,49 ,99 ,184 ,67 ,40 ,75
845 ,כפר עזה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,991 ,90 ,141 ,403 ,104 ,94 ,159
846 ,שפר ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,481 ,56 ,104 ,157 ,43 ,52 ,69
848 ,בית רבן ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,496 ,140 ,58 ,273 ,14 ,7 ,4
849 ,דבירה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1103 ,86 ,342 ,357 ,143 ,63 ,112
850 ,אחיטוב ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1007 ,100 ,177 ,358 ,155 ,79 ,138
851 ,ניצני עוז ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1101 ,94 ,247 ,399 ,143 ,109 ,109
852 ,גונן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,507 ,35 ,106 ,143 ,82 ,30 ,111
853 ,גאליה ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1097 ,65 ,214 ,377 ,159 ,116 ,166
854 ,רחוב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,458 ,43 ,81 ,166 ,57 ,44 ,67
856 ,שעלבים ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1574 ,201 ,568 ,521 ,178 ,41 ,65
857 ,כפר אביב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,826 ,68 ,205 ,248 ,120 ,69 ,116
858 ,נווה ירק ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1263 ,102 ,303 ,394 ,204 ,93 ,167
859 ,כסלון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,450 ,56 ,98 ,161 ,50 ,35 ,50
861 ,שדה אליעזר ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,986 ,85 ,242 ,313 ,145 ,105 ,96
862 ,גני יוחנן ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,709 ,55 ,138 ,226 ,92 ,69 ,129
863 ,גינתון ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,953 ,94 ,210 ,305 ,149 ,69 ,126
864 ,בקוע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,849 ,87 ,194 ,303 ,98 ,78 ,89
865 ,שיבולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,388 ,21 ,97 ,134 ,49 ,36 ,51
866 ,יטבתה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,945 ,46 ,173 ,331 ,130 ,98 ,167
868 ,אלוני יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,183 ,12 ,15 ,68 ,13 ,25 ,50
870 ,גבעת השלושה ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,744 ,70 ,142 ,235 ,104 ,56 ,137
871 ,עינת ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,928 ,51 ,285 ,232 ,175 ,68 ,117
872 ,גאולי תימן ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,370 ,29 ,90 ,112 ,38 ,29 ,72
873 ,שלווה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,622 ,77 ,130 ,232 ,59 ,51 ,73
874 ,מגדל העמק ,23 ,עפולה ,23 ,עפולה ,0 , ,30176 ,2614 ,5585 ,10251 ,3445 ,2895 ,5386
877 ,בית חירות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,867 ,61 ,198 ,274 ,129 ,75 ,130
880 ,עין שריד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1600 ,135 ,356 ,546 ,198 ,198 ,167
882 ,אורנים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,5 ,0 ,0 ,2 ,1 ,1 ,1
885 ,שדה בוקר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,608 ,44 ,122 ,204 ,74 ,50 ,114
886 ,איתנים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,4 ,0 ,0 ,0 ,0 ,0 ,4
888 ,כפר הרי"ף ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,885 ,59 ,230 ,278 ,149 ,68 ,101
889 ,כפר חסידים ב' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,311 ,32 ,80 ,94 ,30 ,9 ,66
890 ,כפר הנוער הדתי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,67 ,8 ,11 ,22 ,3 ,4 ,19
892 ,עבדון ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,761 ,70 ,164 ,292 ,81 ,75 ,79
897 ,מדרשת רופין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,9 ,0 ,0 ,6 ,1 ,1 ,1
913 ,שבלי - אום אל-גנם ,23 ,עפולה ,23 ,עפולה ,0 , ,6880 ,684 ,1757 ,2746 ,813 ,457 ,423
916 ,ישע ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,421 ,28 ,94 ,133 ,77 ,27 ,62
917 ,עצמון שגב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1376 ,84 ,335 ,464 ,182 ,182 ,129
919 ,גבעת ישעיהו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,759 ,66 ,182 ,237 ,120 ,60 ,94
921 ,שער מנשה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,133 ,0 ,0 ,14 ,31 ,28 ,60
922 ,רכסים ,31 ,חיפה ,27 ,קריות ,0 , ,13839 ,2663 ,4401 ,4658 ,820 ,550 ,747
926 ,נווה אבות ,32 ,חדרה ,32 ,חדרה ,0 , ,19 ,0 ,0 ,0 ,0 ,1 ,18
932 ,אבו עמרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,20 ,4 ,1 ,1 ,4 ,6 ,4
935 ,אבו סריחאן )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,31 ,2 ,5 ,10 ,9 ,2 ,3
939 ,מסעודין אל-עזאזמה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19130 ,3774 ,6743 ,6544 ,1090 ,459 ,520
942 ,סואעד )חמרייה( ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,250 ,25 ,57 ,96 ,24 ,20 ,28
944 ,בסמת טבעון ,23 ,עפולה ,23 ,עפולה ,0 , ,8253 ,789 ,1923 ,3435 ,975 ,621 ,510
948 ,חוג'ייראת )ד'הרה( ,24 ,עכו ,24 ,עכו ,56 ,משגב ,27 ,3 ,3 ,4 ,2 ,5 ,10
956 ,הוזייל )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2052 ,339 ,568 ,740 ,166 ,125 ,114
957 ,עוקבי )בנו עוקבה( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,639 ,110 ,187 ,254 ,44 ,29 ,15
958 ,אבו עבדון )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,295 ,56 ,87 ,108 ,22 ,10 ,12
959 ,אפיניש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,113 ,22 ,26 ,38 ,14 ,8 ,5
960 ,אסד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1208 ,278 ,407 ,420 ,49 ,23 ,31
961 ,אבו רוקייק )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,10906 ,2011 ,3695 ,3994 ,610 ,296 ,300
962 ,טובא-זנגריה ,21 ,צפת ,21 ,צפת ,0 , ,7163 ,786 ,1673 ,3115 ,769 ,466 ,354
963 ,אעצם )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11604 ,2386 ,4066 ,4081 ,570 ,275 ,226
964 ,קודייראת א-צאנע)שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2771 ,227 ,1084 ,1107 ,197 ,66 ,90
965 ,אטרש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,3629 ,322 ,1574 ,1409 ,173 ,88 ,63
966 ,אבו רובייעה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9507 ,1904 ,3166 ,3390 ,529 ,243 ,275
967 ,אבו ג'ווייעד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,5023 ,1046 ,1733 ,1711 ,278 ,109 ,146
968 ,אבו קורינאת )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7110 ,1451 ,2370 ,2519 ,400 ,178 ,192
969 ,עטאוונה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,183 ,6 ,64 ,64 ,16 ,12 ,21
970 ,תראבין א-צאנע )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1188 ,117 ,510 ,446 ,59 ,25 ,31
972 ,קוואעין )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1198 ,144 ,513 ,472 ,34 ,19 ,16
975 ,זרזיר ,23 ,עפולה ,23 ,עפולה ,0 , ,9053 ,1006 ,2400 ,3798 ,888 ,528 ,433
976 ,ג'נאביב )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1512 ,340 ,498 ,499 ,96 ,37 ,42
978 ,כעביה-טבאש-חג'אג'רה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,6184 ,678 ,1612 ,2600 ,591 ,405 ,298
986 ,ח'ואלד )שבט( ,25 ,נצרת ,31 ,חיפה ,12 ,זבולון ,87 ,10 ,22 ,31 ,8 ,10 ,6
989 ,סואעד )כמאנה( )שבט( ,24 ,עכו ,20 ,כרמיאל ,0 , ,34 ,0 ,5 ,12 ,9 ,4 ,4
990 ,ראס עלי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,721 ,89 ,206 ,293 ,66 ,43 ,24
993 ,חמאם ,22 ,כנרת ,22 ,טבריה ,65 ,אל-בטוף ,1757 ,199 ,346 ,769 ,207 ,134 ,102
994 ,מנשית זבדה ,25 ,נצרת ,23 ,עפולה ,9 ,עמק יזרעאל ,1506 ,214 ,383 ,612 ,139 ,98 ,60
997 ,רומת הייב ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,2302 ,291 ,560 ,961 ,218 ,142 ,130
998 ,ביר אל-מכסור ,24 ,עכו ,25 ,נוף הגליל ,0 , ,10705 ,1146 ,2726 ,4449 ,1084 ,689 ,611
1015 ,מבשרת ציון ,11 ,ירושלים ,11 ,ירושלים ,0 , ,27343 ,2342 ,4984 ,9087 ,3159 ,2715 ,5056
1020 ,אור עקיבא ,32 ,חדרה ,32 ,חדרה ,0 , ,23187 ,2091 ,4078 ,8152 ,2538 ,2413 ,3915
1024 ,חרוצים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,863 ,69 ,178 ,277 ,127 ,77 ,135
1031 ,שדרות ,61 ,אשקלון ,61 ,אשקלון ,0 , ,33531 ,4144 ,6360 ,13348 ,3165 ,2830 ,3684
1034 ,קרית מלאכי ,61 ,אשקלון ,61 ,אשקלון ,0 , ,27659 ,3487 ,6249 ,10310 ,2261 ,2205 ,3147
1041 ,נצאצרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,543 ,32 ,189 ,218 ,72 ,20 ,12
1042 ,אבו עמאר )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,113 ,14 ,26 ,51 ,12 ,8 ,2
1043 ,גיזו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,207 ,13 ,48 ,67 ,35 ,27 ,17
1044 ,יעף ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,289 ,21 ,88 ,80 ,56 ,28 ,16
1045 ,שתולה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,361 ,44 ,75 ,139 ,29 ,26 ,48
1046 ,אוהד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,421 ,15 ,126 ,118 ,78 ,21 ,63
1047 ,חזון ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,352 ,29 ,68 ,118 ,26 ,20 ,91
1050 ,בית חשמונאי ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2328 ,132 ,714 ,719 ,417 ,190 ,156
1051 ,תלמי אליהו ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,318 ,18 ,69 ,108 ,40 ,18 ,65
1052 ,קטורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,626 ,44 ,98 ,231 ,54 ,77 ,122
1053 ,עין חצבה ,62 ,באר שבע ,63 ,אילת ,51 ,תמר ,55 ,8 ,9 ,21 ,7 ,5 ,5
1054 ,תל שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,22151 ,3975 ,7521 ,8325 ,1287 ,583 ,460
1056 ,עין כרם-בי"ס חקלאי ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,23 ,0 ,3 ,12 ,5 ,2 ,1
1057 ,נווה זוהר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,69 ,4 ,5 ,19 ,5 ,15 ,21
1058 ,שדה ניצן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,557 ,30 ,107 ,161 ,99 ,47 ,113
1059 ,כסיפה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19411 ,3517 ,6470 ,7229 ,1141 ,602 ,452
1060 ,לקיה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,16944 ,2982 ,5529 ,6293 ,1151 ,561 ,428
1061 ,נוף הגליל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,53258 ,3911 ,8270 ,17907 ,6471 ,5465 ,11234
1063 ,מעלות-תרשיחא ,24 ,עכו ,24 ,עכו ,0 , ,25455 ,1822 ,4743 ,8858 ,3188 ,2636 ,4208
1064 ,אמירים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,920 ,73 ,217 ,298 ,146 ,77 ,109
1065 ,זמרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,719 ,100 ,229 ,236 ,59 ,45 ,50
1066 ,בני עי"ש ,44 ,רחובות ,44 ,רחובות ,0 , ,7442 ,551 ,1146 ,2402 ,905 ,862 ,1576
1067 ,דוב"ב ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,490 ,37 ,96 ,181 ,64 ,50 ,62
1068 ,אדמית ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,505 ,36 ,94 ,158 ,78 ,51 ,88
1069 ,רם-און ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,986 ,47 ,263 ,296 ,188 ,85 ,107
1070 ,אביעזר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,915 ,56 ,258 ,286 ,137 ,93 ,85
1071 ,נווה מיכאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,773 ,73 ,223 ,267 ,71 ,50 ,89
1072 ,גן הדרום ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,526 ,39 ,147 ,171 ,63 ,33 ,73
1076 ,בית ברל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,55 ,4 ,9 ,23 ,6 ,4 ,9
1077 ,גבעת שפירא ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,336 ,22 ,90 ,90 ,70 ,23 ,41
1079 ,צפרירים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,462 ,41 ,94 ,160 ,60 ,47 ,60
1080 ,מבועים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1325 ,131 ,269 ,516 ,162 ,157 ,90
1081 ,אבן מנחם ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,362 ,34 ,54 ,128 ,42 ,48 ,56
1082 ,מעגלים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1542 ,127 ,342 ,628 ,181 ,173 ,91
1083 ,תושיה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,582 ,66 ,164 ,227 ,62 ,32 ,31
1084 ,בן שמן )כפר נוער( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,277 ,34 ,56 ,88 ,23 ,29 ,47
1085 ,כרם שלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,249 ,35 ,52 ,101 ,28 ,20 ,13
1094 ,כרם יבנה )ישיבה( ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,314 ,96 ,74 ,125 ,11 ,3 ,5
1095 ,כפר מימון ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,766 ,60 ,237 ,258 ,93 ,32 ,86
1098 ,מרכז שפירא ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,2611 ,337 ,707 ,901 ,204 ,223 ,239
1102 ,צוקי ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,255 ,19 ,46 ,66 ,43 ,25 ,56
1103 ,גני הדר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,394 ,30 ,83 ,137 ,54 ,42 ,48
1104 ,פוריה - כפר עבודה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,388 ,34 ,69 ,155 ,41 ,45 ,44
1105 ,פוריה - נווה עובד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1548 ,172 ,322 ,563 ,158 ,142 ,191
1108 ,אומן ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,728 ,89 ,149 ,281 ,81 ,57 ,71
1110 ,חבר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,811 ,115 ,207 ,317 ,87 ,48 ,37
1112 ,יודפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1054 ,100 ,306 ,356 ,158 ,47 ,87
1113 ,צור הדסה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,10828 ,1352 ,2916 ,3829 ,1237 ,730 ,764
1114 ,שריגים )לי-און( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1045 ,49 ,218 ,381 ,138 ,167 ,92
1115 ,אביבים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,500 ,36 ,121 ,185 ,70 ,32 ,56
1117 ,יעל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,40 ,4 ,6 ,17 ,5 ,6 ,2
1123 ,אדרת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,962 ,89 ,272 ,319 ,150 ,65 ,67
1124 ,נאות הכיכר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,297 ,21 ,56 ,92 ,45 ,16 ,67
1125 ,אלמגור ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,448 ,44 ,107 ,110 ,84 ,13 ,90
1126 ,אילות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,392 ,32 ,77 ,148 ,39 ,27 ,69
1127 ,מעלה גלבוע ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,802 ,94 ,320 ,272 ,49 ,22 ,45
1128 ,מי עמי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,402 ,30 ,108 ,125 ,49 ,30 ,60
1129 ,גרופית ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,410 ,25 ,75 ,136 ,51 ,43 ,80
1130 ,כפר רוזנואלד )זרעית( ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,280 ,18 ,44 ,88 ,57 ,19 ,54
1132 ,שניר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,709 ,66 ,159 ,255 ,93 ,61 ,75
1133 ,ורדון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,287 ,26 ,49 ,124 ,27 ,35 ,26
1134 ,יד השמונה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,302 ,24 ,83 ,105 ,41 ,9 ,40
1136 ,צוחר ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,652 ,58 ,106 ,290 ,61 ,69 ,68
1137 ,קרית יערים ,11 ,ירושלים ,13 ,בית שמש ,0 , ,7203 ,1446 ,2175 ,2577 ,346 ,316 ,343
1138 ,יעד ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,854 ,52 ,200 ,282 ,125 ,97 ,98
1139 ,כרמיאל ,24 ,עכו ,20 ,כרמיאל ,0 , ,54392 ,3402 ,8904 ,17771 ,6894 ,5537 ,11884
